REG_ANS,PERIODO,ANO,TRIMESTRE,porte,MLL,ROE,ROA,DM,DA,DC,DOP,IRF,LC,CT/CP,PMRC,PMPE,Lastro P T
327638,201701,2017,1,Pequeno Porte,         0.12,         0.13,         0.06,         0.92,         0.19,         0.01,         1.11,         0.01,         1.70,         1.03,        46.34,        52.38,         0.76
327638,201702,2017,2,Pequeno Porte,         0.07,         0.08,         0.03,         1.01,         0.15,         0.01,         1.15,         0.02,         1.77,         1.08,        48.96,        72.70,         0.69
327638,201703,2017,3,Pequeno Porte,         0.06,         0.06,         0.03,         0.97,         0.15,         0.01,         1.12,         0.02,         1.87,         1.07,        54.95,        79.04,         0.75
327638,201704,2017,4,Pequeno Porte,         0.08,         0.07,         0.04,         0.95,         0.27,         0.01,         1.21,         0.02,         2.45,         0.84,        47.44,        72.39,         1.05
327689,201701,2017,1,Grande Porte,         0.03,         0.06,         0.01,         1.15,         0.11,         0.00,         1.21,         0.02,         1.36,         3.42,        92.46,        55.90,         1.00
327689,201702,2017,2,Grande Porte,        -0.03,        -0.07,        -0.02,         1.18,         0.09,         0.00,         1.23,         0.01,         1.36,         3.14,        95.99,        57.23,         1.00
327689,201703,2017,3,Grande Porte,         0.01,         0.02,         0.01,         1.15,         0.09,         0.00,         1.20,         0.02,         1.43,         2.80,       101.71,        56.30,         1.04
327689,201704,2017,4,Grande Porte,         0.04,         0.06,         0.02,         1.10,         0.10,         0.00,         1.17,         0.01,         1.51,         2.39,       102.04,        60.80,         0.99
328073,201701,2017,1,Pequeno Porte,         0.13,         0.11,         0.04,         1.60,         0.13,         0.01,         1.46,         0.04,         2.00,         1.49,        18.23,        89.20,         1.00
328073,201702,2017,2,Pequeno Porte,         0.12,         0.09,         0.04,         1.67,         0.14,         0.01,         1.48,         0.04,         2.07,         1.38,        18.75,        87.64,         1.00
328073,201703,2017,3,Pequeno Porte,        -0.01,        -0.01,        -0.00,         1.79,         0.18,         0.01,         1.56,         0.04,         2.06,         1.45,        20.84,        89.35,         1.00
328073,201704,2017,4,Pequeno Porte,         0.06,         0.05,         0.02,         1.66,         0.13,         0.01,         1.46,         0.03,         2.19,         1.28,        25.30,        79.51,         1.00
328294,201701,2017,1,Médio Porte,         0.02,         0.02,         0.01,         1.30,         0.11,         0.01,         1.36,         0.02,         1.87,         1.83,       117.84,        70.78,         1.27
328294,201702,2017,2,Médio Porte,        -0.02,        -0.02,        -0.01,         1.23,         0.12,         0.01,         1.32,         0.02,         1.70,         2.10,       139.21,        75.62,         0.90
328294,201703,2017,3,Médio Porte,        -0.02,        -0.02,        -0.01,         1.23,         0.11,         0.01,         1.29,         0.02,         1.83,         2.13,       137.74,        71.16,         1.48
328294,201704,2017,4,Médio Porte,        -0.07,        -0.08,        -0.02,         1.28,         0.20,         0.01,         1.35,         0.05,         1.80,         2.37,        89.98,        74.87,         1.49
328308,201701,2017,1,Pequeno Porte,         0.09,         0.08,         0.03,         1.03,         0.14,         0.00,         1.15,         0.03,         1.82,         1.64,        62.93,       148.45,         0.84
328308,201702,2017,2,Pequeno Porte,         0.08,         0.07,         0.03,         1.03,         0.13,         0.00,         1.14,         0.02,         1.88,         1.56,        65.10,       140.36,         0.84
328308,201703,2017,3,Pequeno Porte,         0.09,         0.07,         0.03,         1.02,         0.13,         0.00,         1.13,         0.02,         1.95,         1.49,        71.83,       134.54,         0.85
328308,201704,2017,4,Pequeno Porte,         0.37,         0.24,         0.12,         0.71,         0.12,         0.00,         0.86,         0.00,         2.86,         0.95,        58.28,       160.78,         1.46
328375,201701,2017,1,Pequeno Porte,        -0.03,        -0.03,        -0.01,         1.27,         0.23,         0.00,         1.36,         0.02,         1.63,         1.38,        37.58,        18.18,         0.99
328375,201702,2017,2,Pequeno Porte,         0.05,         0.04,         0.02,         1.25,         0.26,         0.00,         1.39,         0.02,         1.76,         1.13,        37.39,        19.17,         0.98
328375,201703,2017,3,Pequeno Porte,        -0.07,        -0.07,        -0.03,         1.44,         0.23,         0.00,         1.47,         0.02,         1.65,         1.20,        36.72,        18.96,         1.01
328375,201704,2017,4,Pequeno Porte,         0.03,         0.03,         0.01,         1.43,         0.23,         0.00,         1.48,         0.02,         1.75,         1.19,        37.26,        26.14,         0.94
328596,201701,2017,1,Pequeno Porte,         0.03,         0.04,         0.01,         1.36,         0.27,         0.02,         1.47,         0.02,         1.77,         6.17,        92.52,        59.32,         1.15
328596,201702,2017,2,Pequeno Porte,         0.21,         0.25,         0.05,         1.20,         0.26,         0.00,         1.35,        -0.01,         1.69,         4.17,        96.31,        70.32,         1.20
328596,201703,2017,3,Pequeno Porte,         0.02,         0.02,         0.00,         1.31,         0.28,         0.00,         1.45,        -0.00,         1.61,         4.29,        85.40,        69.86,         1.16
328596,201704,2017,4,Pequeno Porte,        -0.13,        -0.21,        -0.04,         1.57,         0.33,        -0.01,         1.67,        -0.01,         1.50,         4.56,        98.28,        71.77,         1.06
329339,201701,2017,1,Médio Porte,         0.08,         0.09,         0.04,         1.18,         0.13,         0.01,         1.28,         0.01,         1.44,         1.28,        77.31,        66.63,         1.05
329339,201702,2017,2,Médio Porte,         0.08,         0.08,         0.04,         1.17,         0.11,         0.01,         1.26,         0.01,         1.50,         1.20,        78.76,        70.10,         1.00
329339,201703,2017,3,Médio Porte,         0.05,         0.05,         0.02,         1.22,         0.11,         0.01,         1.30,         0.01,         1.46,         1.19,        68.17,        66.17,         1.01
329339,201704,2017,4,Médio Porte,        -0.02,        -0.01,        -0.01,         1.25,         0.11,         0.01,         1.32,         0.01,         1.44,         1.21,        57.91,        63.08,         1.09
329886,201701,2017,1,Médio Porte,         0.02,         0.03,         0.01,         1.04,         0.19,         0.01,         1.23,        -0.02,         1.09,         4.22,        17.70,       133.36,         0.89
329886,201702,2017,2,Médio Porte,         0.02,         0.03,         0.01,         1.04,         0.14,         0.01,         1.19,        -0.00,         1.06,         4.13,        16.03,       113.51,         0.96
329886,201703,2017,3,Médio Porte,         0.05,         0.08,         0.02,         1.01,         0.15,         0.01,         1.16,         0.00,         1.11,         4.04,        22.36,       109.67,         1.09
329886,201704,2017,4,Médio Porte,         0.02,         0.03,         0.01,         1.06,         0.15,         0.01,         1.21,         0.00,         1.10,         3.44,        20.14,       106.03,         1.07
330108,201701,2017,1,Médio Porte,         0.12,         0.12,         0.05,         1.03,         0.15,         0.01,         1.16,         0.04,         1.77,         1.46,       122.61,       111.62,         1.31
330108,201702,2017,2,Médio Porte,         1.00,         0.32,         0.12,        -0.00,         0.00,         0.00,         0.08,         0.00,         2.38,         1.16,       384.94,   -180610.39,         1.32
330108,201703,2017,3,Médio Porte,        -0.03,        -0.06,        -0.03,         1.13,         0.18,         0.01,         1.28,         0.01,         2.09,         0.97,        62.72,        36.78,         0.96
330108,201704,2017,4,Médio Porte,         0.16,         0.14,         0.08,         0.91,         0.10,         0.01,         1.02,         0.02,         2.38,         0.73,       151.45,        76.39,         0.92
330264,201701,2017,1,Médio Porte,         0.14,         0.18,         0.07,         0.99,         0.13,         0.00,         1.11,         0.02,         1.21,         1.42,       125.31,        90.41,         1.07
330264,201702,2017,2,Médio Porte,         0.10,         0.11,         0.05,         1.04,         0.13,         0.00,         1.16,         0.02,         1.27,         1.36,       133.92,        93.67,         1.01
330264,201703,2017,3,Médio Porte,         0.04,         0.04,         0.02,         1.08,         0.13,         0.00,         1.19,         0.02,         1.29,         1.37,       131.97,        91.15,         0.99
330264,201704,2017,4,Médio Porte,        -0.01,        -0.01,        -0.00,         1.12,         0.13,         0.00,         1.22,        -0.02,         1.30,         1.39,       130.82,        88.80,         0.98
